,pospair,negpair
12233,*MOT: are you tired ?	*CHI: some bunny going to hide .,*MOT: are you tired ?	*CHI: shall I do it again ?
12234,*MOT: come and have look at this box with me .	*CHI: what's in there ?,*MOT: come and have look at this box with me .	*CHI: now she could sleep .
12235,*MOT: can you show me where this one goes ?	*CHI: the box later .,*MOT: can you show me where this one goes ?	*CHI: what is it ?
12236,*MOT: it's your turn for the pictures .	*CHI: what's in there ?,*MOT: it's your turn for the pictures .	*CHI: who's that then ?
12237,*MOT: I can see the squirrel .	*CHI: what's in there ?,*MOT: I can see the squirrel .	*CHI: school is almost over ?
12238,*MOT: have you fixed that brick yet because we need it for the garage ?	*CHI: in other box here .,*MOT: have you fixed that brick yet because we need it for the garage ?	*CHI: no you willn't .
12239,*MOT: shall I leave the top on ?	*CHI: Mummy do it .,*MOT: shall I leave the top on ?	*CHI: no thank you .
12240,"*MOT: steady , John .	*CHI: where's the egg ?","*MOT: steady , John .	*CHI: I don't know ."
12241,*MOT: you've got too many noisy toys .	*CHI: and where's that goes ?,*MOT: you've got too many noisy toys .	*CHI: that's a little house .
12242,*MOT: that's what you have to do .	*CHI: put the hoop his head ?,*MOT: that's what you have to do .	*CHI: I mean one big gun .
12243,"*MOT: what , darling ?	*CHI: let's do it in there .","*MOT: what , darling ?	*CHI: I need a hold the paste ."
12244,*MOT: that's Santa again .	*CHI: and who's that ?,*MOT: that's Santa again .	*CHI: that one go there .
12245,*MOT: is that right ?	*CHI: I like your .,*MOT: is that right ?	*CHI: pop pop bubble .
12246,*MOT: I bet you do .	*CHI: and what's that ?,*MOT: I bet you do .	*CHI: what's that noise ?
12247,*MOT: that's a lion .	*CHI: what do lions say ?,*MOT: that's a lion .	*CHI: you can come out .
12248,*MOT: that's the stepping stone .	*CHI: and what's that ?,*MOT: that's the stepping stone .	*CHI: he blew candle out .
12249,*MOT: so when the wind blows it makes it .	*CHI: and what's these ?,*MOT: so when the wind blows it makes it .	*CHI: don't like this ?
12250,*MOT: they are they're not strong ?	*CHI: fire is warm .,*MOT: they are they're not strong ?	*CHI: two of them .
12251,"*MOT: you could make a pattern with your stars , couldn't you ?	*CHI: Warren do it again .","*MOT: you could make a pattern with your stars , couldn't you ?	*CHI: and break his head ."
12252,*MOT: what shall I do next ?	*CHI: that's a w for Alexander .,*MOT: what shall I do next ?	*CHI: but I want to do this one .
12253,*MOT: I hope that horse doesn't mind heights .	*CHI: where the police ?,*MOT: I hope that horse doesn't mind heights .	*CHI: I sit here .
12254,*MOT: can you find me some chickens ?	*CHI: the baby horse .,*MOT: can you find me some chickens ?	*CHI: and a bull .
12255,*MOT: what about this ?	*CHI: it's a lady .,*MOT: what about this ?	*CHI: and he got black .
12256,*MOT: that little egg right there ?	*CHI: yeah and the moon is smiling .,*MOT: that little egg right there ?	*CHI: hey a boat and an aeroplane .
12257,*MOT: no I don't think so .	*CHI: oh that's the same from the cover !,*MOT: no I don't think so .	*CHI: can you come down all by yourself on .
12258,*MOT: what am I forgetting ?	*CHI: .. your meat your oh there you your coke .,*MOT: what am I forgetting ?	*CHI: oh I remembered I'm going to Luke's .
12259,*MOT: what do you mean by that ?	*CHI: because he walks into the library .,*MOT: what do you mean by that ?	*CHI: can we color that tree in ?
12260,*MOT: why don't you do one at a time just in case okay ?	*CHI: look Mom they're both stuck .,*MOT: why don't you do one at a time just in case okay ?	*CHI: now we can fix this thing .
12261,*MOT: it just happens huh ?	*CHI: I went asleep .,*MOT: it just happens huh ?	*CHI: you wind it .
12262,*MOT: what are you doing ?	*CHI: going to the bathroom .,*MOT: what are you doing ?	*CHI: get my dumper truck .
12263,*MOT: who was that ?	*CHI: upstairs in my in my room .,*MOT: who was that ?	*CHI: why do we change jobs yesterday ?
12264,*MOT: you ready for some more ?	*CHI: no Mom watch this .,*MOT: you ready for some more ?	*CHI: that is the ball .
12265,*MOT: we could put our own gate up couldn't we ?	*CHI: I don't know .,*MOT: we could put our own gate up couldn't we ?	*CHI: what's that is ?
12266,*MOT: what does the momma say ?	*CHI: I don't know .,*MOT: what does the momma say ?	*CHI: and then you put .
12267,*MOT: she goes to play by herself and who does she meet ?	*CHI: I don't know .,*MOT: she goes to play by herself and who does she meet ?	*CHI: he want a mummie .
12268,*MOT: then you can wear your boots .	*CHI: where's the nine ?,*MOT: then you can wear your boots .	*CHI: this is blue boat .
12269,*MOT: you like it ?	*CHI: yeah it's good I guess .,"*MOT: you like it ?	*CHI: yeah , I ate something today ."
12270,*MOT: it's in two weeks .	*CHI: oh my god !,*MOT: it's in two weeks .	*CHI: let me see .
12271,*MOT: what does the police officer do ?	*CHI: I don't know .,*MOT: what does the police officer do ?	*CHI: a bunch of rocks .
12272,*MOT: you making what ?	*CHI: I will make this .,*MOT: you making what ?	*CHI: do it like that .
12273,*MOT: what is that ?	*CHI: slice of pizza .,*MOT: what is that ?	*CHI: Mummy carry me .
12274,*MOT: which one's for me ?	*CHI: this one and this .,*MOT: which one's for me ?	*CHI: the flashlight had dinosaurs .
12275,*MOT: where'd the dishes come from ?	*CHI: I don't know .,*MOT: where'd the dishes come from ?	*CHI: because I want to .
12276,*MOT: where's your nose ?	*CHI: it's in my glass .,*MOT: where's your nose ?	*CHI: she can easily get there .
12277,*MOT: where do you think he is ?	*CHI: I don't know .,*MOT: where do you think he is ?	*CHI: she's saying go .
12278,*MOT: well I needta run out today so is there anything that you need for it ?	*CHI: .. just more pencils .,*MOT: well I needta run out today so is there anything that you need for it ?	*CHI: shall I do it ?
12279,*MOT: was it Pingu or was it another one ?	*CHI: all of them .,*MOT: was it Pingu or was it another one ?	*CHI: to go bathroom .
12280,"*MOT: you don't know ?	*CHI: look , Mum .",*MOT: you don't know ?	*CHI: the turkey down .
12281,"*MOT: Thomas , get it out of your mouth !	*CHI: I'll smack you if you smack me .","*MOT: Thomas , get it out of your mouth !	*CHI: yes, that's what he's doing ."
12282,*MOT: is there a service station nearby ?	*CHI: oh just getting out .,*MOT: is there a service station nearby ?	*CHI: or brothers or sisters .
12283,*MOT: what did you say then ?	*CHI: I'm not telling .,*MOT: what did you say then ?	*CHI: where is his feet ?
12284,*MOT: flat as Play Doh ?	*CHI: just remind me .,*MOT: flat as Play Doh ?	*CHI: where that ladybird ?
12285,*MOT: what do you mean get up ?	*CHI: on the lift .,*MOT: what do you mean get up ?	*CHI: three more days ?
12286,*MOT: does that work well ?	*CHI: yeah it's squashing material up .,"*MOT: does that work well ?	*CHI: no, nothing, in, it ."
12287,*MOT: but I thought you were making coffee and tea ?	*CHI: you're at bedtime .,*MOT: but I thought you were making coffee and tea ?	*CHI: I don't know .
12288,*MOT: you've got to do something ?	*CHI: look what the police did .,*MOT: you've got to do something ?	*CHI: can we go there tomorrow ?
12289,"*MOT: you haven't any shelves ?	*CHI: come on , Miss Truck .",*MOT: you haven't any shelves ?	*CHI: where does this one go ?
12290,*MOT: at your factory ?	*CHI: no I just found them .,*MOT: at your factory ?	*CHI: you put that on me .
12291,*MOT: you want to wear that ?	*CHI: that's got stripes on it .,"*MOT: you want to wear that ?	*CHI: here you are , Postman Pat ."
12292,*MOT: standing on your toes ?	*CHI: and I'll show you .,*MOT: standing on your toes ?	*CHI: I see a Tiddles .
12293,*MOT: what's it called ?	*CHI: she did do with that scarf when the song comes .,*MOT: what's it called ?	*CHI: I just want to go down because Danny went down .
12294,*MOT: you did didn't you ?	*CHI: let me see .,*MOT: you did didn't you ?	*CHI: here I am !
12295,*MOT: what's in there ?	*CHI: my finger's stuck .,*MOT: what's in there ?	*CHI: this my left foot .
12296,*MOT: where are you putting her ?	*CHI: in your room .,*MOT: where are you putting her ?	*CHI: whoa he flipped !
12297,*MOT: who can't get out ?	*CHI: you and me .,*MOT: who can't get out ?	*CHI: a choo choos .
12298,*MOT: what jigsaw are you getting ?	*CHI: the farm one .,*MOT: what jigsaw are you getting ?	*CHI: sit on it .
12299,*MOT: all by yourself .	*CHI: where do this go ?,"*MOT: all by yourself .	*CHI: here go , Mummy ."
12300,*MOT: where does it go ?	*CHI: I don't know .,*MOT: where does it go ?	*CHI: it's super scary .
12301,*MOT: what do you want to eat ?	*CHI: can we have a .,"*MOT: what do you want to eat ?	*CHI: here, right there ."
12302,*MOT: what are you going to do when you've finished it ?	*CHI: I don't know .,*MOT: what are you going to do when you've finished it ?	*CHI: and who eat these ?
12303,*MOT: and then what shall we do ?	*CHI: I don't know .,*MOT: and then what shall we do ?	*CHI: I come and get .
12304,*MOT: shall we go somewhere ?	*CHI: wait a minute .,*MOT: shall we go somewhere ?	*CHI: Monster Inc theater .
12305,*MOT: where is she ?	*CHI: Dora's there Dora's there Dora's there .,*MOT: where is she ?	*CHI: Wung Chung Chung Chung Fu ?
12306,*MOT: it's excellent frosting because it's homemade .	*CHI: what are we going to have now ?,*MOT: it's excellent frosting because it's homemade .	*CHI: her mom is putting her to bed .
12307,*MOT: you'll have to hold your horses for a moment .	*CHI: my Daddy want any ice cream ?,*MOT: you'll have to hold your horses for a moment .	*CHI: he's got a small stomach .
12308,*MOT: is that what happens ?	*CHI: uhhuh why you .,*MOT: is that what happens ?	*CHI: maybe too big .
12309,*MOT: I'll give you that one day .	*CHI: this is mine ?,*MOT: I'll give you that one day .	*CHI: want some more .
12310,*MOT: where did you get that ?	*CHI: my Daddy got them to me .,*MOT: where did you get that ?	*CHI: can I eat the whole thing ?
12311,*MOT: did you see Lisa today ?	*CHI: uhhuh I hugged her and gave her a kiss .,*MOT: did you see Lisa today ?	*CHI: the carpet feels funny when you walk back like that .
12312,*MOT: what are you thinking about ?	*CHI: I don't know .,*MOT: what are you thinking about ?	*CHI: do you have company ?
12313,*MOT: I don't know .	*CHI: this is cracked ?,*MOT: I don't know .	*CHI: a bit longer .
12314,*MOT: what does Vinnie do everyday when you come to school ?	*CHI: he gave me a hug .,*MOT: what does Vinnie do everyday when you come to school ?	*CHI: sandy has a record player .
12315,*MOT: what did you do with that outside Matthew ?	*CHI: I ride it .,"*MOT: what did you do with that outside Matthew ?	*CHI: yeah , peas ."
12316,*MOT: what does Buzz always say ?	*CHI: infinity and Beyond !,*MOT: what does Buzz always say ?	*CHI: no it was smaller .
12317,*MOT: do you know ?	*CHI: now he stand up .,*MOT: do you know ?	*CHI: no Firstname in there .
12318,*MOT: what if they were very hungry where would they go ?	*CHI: fly to rescue .,*MOT: what if they were very hungry where would they go ?	*CHI: doing in here .
12319,*MOT: where did you go ?	*CHI: I going to fly again .,*MOT: where did you go ?	*CHI: can't do that together .
12320,*MOT: in the grass ?	*CHI: let's go and get it .,*MOT: in the grass ?	*CHI: I'm not going to put .
12321,*MOT: why don't you go on a trip ?	*CHI: I going to push pedal .,*MOT: why don't you go on a trip ?	*CHI: when you've finished the homework ?
12322,*MOT: was that great music ?	*CHI: I do it tomorrow .,*MOT: was that great music ?	*CHI: no I'm singing .
12323,*MOT: when are we going to read it ?	*CHI: on the plane !,*MOT: when are we going to read it ?	*CHI: well happened r .
12324,*MOT: what does he do ?	*CHI: going to fly .,*MOT: what does he do ?	*CHI: do this bath .
12325,*MOT: who are we going to visit ?	*CHI: put me so high .,*MOT: who are we going to visit ?	*CHI: I want a botbot !
12326,*MOT: who else are we going to see ?	*CHI: Grandma and Grandpa .,*MOT: who else are we going to see ?	*CHI: a brush underneath .
12327,*MOT: they had them at the mall .	*CHI: Erin try it ?,*MOT: they had them at the mall .	*CHI: here you go .
12328,*MOT: what does she say ?	*CHI: hear a mummum .,*MOT: what does she say ?	*CHI: I don't know .
12329,*MOT: you have that ?	*CHI: Nin Nin bib .,*MOT: you have that ?	*CHI: with a bucket .
12330,*MOT: you'd like to do some more drawing ?	*CHI: no no no no .,*MOT: you'd like to do some more drawing ?	*CHI: man and a bridge .
12331,*MOT: what did he say ?	*CHI: wee wee wee .,*MOT: what did he say ?	*CHI: I do Autumn .
12332,*MOT: pull them apart ?	*CHI: Nin Nin a two poo .,*MOT: pull them apart ?	*CHI: yeah he eat some grass .
12333,*MOT: what happens when the rain comes down ?	*CHI: a big splash .,*MOT: what happens when the rain comes down ?	*CHI: .. you mean .
12334,*MOT: should we do this one fingernail ?	*CHI: you have salty head .,*MOT: should we do this one fingernail ?	*CHI: I do not know .
12335,*MOT: do you know what all those animals are ?	*CHI: here it is !,"*MOT: do you know what all those animals are ?	*CHI: hello , man ."
12336,*MOT: want me to do it ?	*CHI: this is a food dish .,*MOT: want me to do it ?	*CHI: they going always up there .
12337,*MOT: who can deliver the newspaper ?	*CHI: I don't know .,*MOT: who can deliver the newspaper ?	*CHI: who's want cat ?
12338,*MOT: who can play with toy trucks ?	*CHI: I don't want to .,*MOT: who can play with toy trucks ?	*CHI: I took a pencil off .
12339,*MOT: who can do dusting ?	*CHI: anybody if they know where your house is .,*MOT: who can do dusting ?	*CHI: now I have crocodile on my shoulder too .
12340,*MOT: why willn't the ambulance go down ?	*CHI: because it's too big .,*MOT: why willn't the ambulance go down ?	*CHI: play games on the computer ?
12341,*MOT: do you feel better now ?	*CHI: put some cream on it .,*MOT: do you feel better now ?	*CHI: on that side Nana trip .
12342,*MOT: Daddy says how did you get down there by yourself ?	*CHI: but I like it .,*MOT: Daddy says how did you get down there by yourself ?	*CHI: Nicole looking at her .
12343,*MOT: what's up now ?	*CHI: we both fell over .,*MOT: what's up now ?	*CHI: and my friends too .
12344,*MOT: and where did you fall over ?	*CHI: at the pub .,*MOT: and where did you fall over ?	*CHI: no moving around .
12345,*MOT: remember what the other two little girls were called that you were playing with ?	*CHI: Jade and Holly .,*MOT: remember what the other two little girls were called that you were playing with ?	*CHI: but whose to that ?
12346,*MOT: what were you playing then ?	*CHI: hide and seek .,*MOT: what were you playing then ?	*CHI: I want to .
12347,*MOT: what did you put in all those bowls ?	*CHI: for the puppys and for .,*MOT: what did you put in all those bowls ?	*CHI: I'm going to have yellow .
12348,*MOT: what did you put in the bowls ?	*CHI: it's pudding and dinner .,*MOT: what did you put in the bowls ?	*CHI: who took the battery out ?
12349,*MOT: that's a good idea .	*CHI: the door's locked ?,*MOT: that's a good idea .	*CHI: now he's tired .
12350,*MOT: put my head on that ?	*CHI: pillow for you .,*MOT: put my head on that ?	*CHI: and who me ?
12351,*MOT: that record really sold it .	*CHI: Ross do you think that's right ?,*MOT: that record really sold it .	*CHI: I have got to read the instructions .
12352,*MOT: what did you say ?	*CHI: that's too dangerous .,*MOT: what did you say ?	*CHI: sitting on the blocks .
